"No.","Time","Source","Destination","Protocol","Length","Info"
"1051676","6617.799106","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1051685","6617.836297","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 100%"
"1052246","6620.398794","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1052247","6620.399096","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1052248","6620.400189","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1052249","6620.400516","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1052348","6620.855224","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1052349","6620.855553","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1052351","6620.858941","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1052354","6620.859231","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1052457","6621.327633","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1052458","6621.327919","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1052459","6621.331421","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1052460","6621.331620","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1052577","6621.841408","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1052578","6621.841747","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1052581","6621.845241","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1052582","6621.845466","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1052683","6622.312662","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1052684","6622.313010","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1052686","6622.316438","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1052687","6622.316835","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1052796","6622.827643","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1052797","6622.831439","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1052799","6622.832285","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1052800","6622.832298","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1052908","6623.313922","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1052909","6623.314249","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1052911","6623.317645","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1052912","6623.317873","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1053019","6623.810275","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1053020","6623.810609","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1053024","6623.842696","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1053027","6623.846243","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1053127","6624.283980","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1053128","6624.284288","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1053129","6624.291376","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1053130","6624.291630","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1053244","6624.813888","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1053246","6624.814277","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1053247","6624.817608","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1053248","6624.817860","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1053484","6625.890045","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 100%"
"1053486","6625.890357","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1053504","6625.958853","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 100%"
"1053565","6626.252558","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 100%"
"1053567","6626.256354","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1053584","6626.338782","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 100%"
"1053665","6626.698808","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 100%"
"1053666","6626.698958","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1053689","6626.793796","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 100%"
"1054395","6630.053619","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 94%"
"1054396","6630.053953","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1054407","6630.088706","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 94%"
"1054435","6630.228709","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 88%"
"1054436","6630.228924","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1054447","6630.267483","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 88%"
"1054476","6630.404850","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 81%"
"1054477","6630.405171","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1054487","6630.442398","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 81%"
"1054518","6630.583763","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 75%"
"1054519","6630.583916","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1054527","6630.620011","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 75%"
"1054555","6630.754890","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 69%"
"1054556","6630.755041","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1054568","6630.798601","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 69%"
"1054595","6630.928727","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 62%"
"1054596","6630.929048","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1054607","6630.966246","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 62%"
"1054638","6631.106079","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 56%"
"1054639","6631.106376","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1054648","6631.143580","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 56%"
"1054678","6631.279853","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 50%"
"1054679","6631.280018","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1054687","6631.314955","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 50%"
"1054718","6631.453582","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 44%"
"1054719","6631.453892","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1054728","6631.494833","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 44%"
"1054758","6631.631235","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 37%"
"1054759","6631.631558","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1054768","6631.666085","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 37%"
"1054798","6631.807358","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 31%"
"1054799","6631.807526","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1054807","6631.841092","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 31%"
"1055117","6633.333674","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PAUSE (Pushed)"
"1055118","6633.333981","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - PAUSE (Pushed)"
"1055122","6633.347414","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PAUSE (Released)"
"1055123","6633.347592","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - PAUSE (Released)"
